Organization Name,Facility  Name,Tipo,Direccion,Fuente,longitud,latitud
,Casa de la Niñez Poblana,"Mujer, Niñez y Juventud","Km. 4.5 Carr. Federal Puebla-Atlixco Col. Emiliano Zapata, San Andrés Cholula, Puebla.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.2581654,19.0347005
,Hogar de Protección Infantil DIF Caminando Juntos,"Mujer, Niñez y Juventud","Av. Universidad s/n, Col. Cerro de las Campanas, Querétaro, Querétaro C.P. 76010",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3952962,20.5978045
,"Vida y Familia Querétaro, A.C.","Mujer, Niñez y Juventud","Nogaleda 202, Col. Arboledas del Parque Querétaro, Querétaro, C.P. 76140",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3883833,20.6238564
,Instituto de Reintegración Social “Rafael Nieto”,"Mujer, Niñez y Juventud","Agustín Vera 915, Col. Tequisquiapan San Luis Potosí, San Luis Potosí.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.0035171,22.1520596
,Casa Hogar “BETESDA”,"Mujer, Niñez y Juventud","Cascada 100, esq. Cielo, Col. Garita San Luis Potosí.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9733024,22.1520892
,Casa Hogar “Inmaculada Concepción”,"Mujer, Niñez y Juventud","3ª Privada Bahía Blanca 315-A, Fracc. Las Palmas. San Luis Potosí.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9067622,22.1311635
,Casa Hogar Nuestra Señora del Rosario,"Mujer, Niñez y Juventud","Silvia Miriam Chávez 687, Col. Unión de los Colonos, Guasave, Sinaloa.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-108.4857515,25.5612425
,ALBERGUE “MI ÁNGEL DE LA GUARDA”,"Mujer, Niñez y Juventud","Corona 1729, Col. Centro Mazatlán, Sinaloa. C. P. 82000",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.4199755,23.2051184
,"“Ciudad de los Niños” Comisión de Protección y Asistencia del Menor, A. C.","Mujer, Niñez y Juventud","Blvd. Cimarrón oriente final s/n, Col. Las Diligencias, Hermosillo, Sonora.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9207534,29.0057735
,"Casa Esperanza para Niños, I.A.P.","Mujer, Niñez y Juventud","Romulo Córdova y Cuauhtémoc s/n, San Pedro el Saucito, Hermosillo, Sonora.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.8803405,29.1690512
,"Casa Guadalupe Libre, I. A. P","Mujer, Niñez y Juventud","Blvd. García Morales Km 6, Col. Quinta Emilia, Hermosillo, Sonora. CP 83220",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-111.0365389,29.092357
,CAIM UNACARI,"Mujer, Niñez y Juventud","Periférico Oriente 15 Col. Los Naranjos Hermosillo, Sonora. C.P. 83060",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9253213,29.0846622
,Hogar Temporal para Menores en Situación de Calle JINESEKI,"Mujer, Niñez y Juventud","Av. Ley Federal del Trabajo 160 Col. Bugambilia, Hermosillo, Sonora. C.P. 83150",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9632025,29.1204962
,"Naco Casa Hogar Emmanuel, A. C.","Mujer, Niñez y Juventud","Blvd. Aviación 11 Col. Barrio Nuevo Naco, Sonora. C.P. 84180",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.9393406,31.3283115
,"Casa Hogar para Menores “Elim”, A.C.","Mujer, Niñez y Juventud","Unión M-24 L-9 Col. Unión del Recuerdo Nuevo Laredo, Tamaulipas. C.P. 88150",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.5673728,27.5335489
,Albergue Semillas de Amor,"Mujer, Niñez y Juventud","Tomas G. Urbina entre Norte y Sur 208 Col. Francisco Villa, Tampico, Tamaulipas.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-97.861099,22.2331041
,Aldea Emelia Exsome Niños,"Mujer, Niñez y Juventud","Cerro de Malacatepec s/n esquina Paricutín, Fraccionamiento Lomas del Coyol, Veracruz, Veracruz. C.P. 91729",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.1554999,19.1574766
,Aldea Emelia Exsome Niñas,"Mujer, Niñez y Juventud","Calle 16 s/n, entre Echeven y Cortés, Col. Pocitos y Rivera, Veracruz, Veracruz. C.P. 91729",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.1527726,19.1833772
,Aldea Meced,"Mujer, Niñez y Juventud","Justino Sarmiento s/n, esquina Jorge Serdán, Col. Juan de la Luz Enríquez, Xalapa, Veracruz. C.P. 91130",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.9146979,19.5447905
,Estancia Temporal para Menores Migrantes No Acompañados,"Mujer, Niñez y Juventud","Chihuahua 114, Col. Progreso Macuiltépetl, Xalapa, Veracruz. C.P. 91130",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.9275374,19.5495967
,Cruz Roja Mexicana - Sede Naciona,Salud,"Av. Ejército Nacional 1032, Polanco Secc. I C.P.11510, Miguel Hidalgo",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2089614,19.437561
,Cruz Roja Estatal Aguascalientes,Salud,"Dr. Enrique González Medina 104, Fracc. El Dorado C.P. 20230, Aguascalientes",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.2991491,21.8685635
,Cruz Roja Estatal Baja California,Salud,"Blvd. Gustavo Díaz 14157-1, Fracc. Las Palmas Plaza 5 y 10 C.P.22117, Tijuana",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-116.9650181,32.4977244
,Cruz Roja Estatal Campeche,Salud,"Gustavo Díaz Ordaz, Área Ah, C.P.24014, Campeche",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-90.5175023,19.8583264
,Cruz Roja Mexicana,Salud,"Av. 5A Norte Poniente 1480, Covandonga, Juy Juy C.P.29038, Tuxtla Gutiérrez",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-93.1282083,16.7605329
,Cruz Roja Estatal Chihuahua,Salud,"Vista Hermosa, San José del Cabo. Los Cabos, Baja California Sur.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.7334,23.1089291
,Cruz Roja Tlalpan Xochimilco,Salud,"Anillo Periférico (Blvd. Adolfo Ruiz Cortines) 7666, Col. Hueso Periférico C.P.14338, Tlalpan",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.104375,19.2944628
,Cruz Roja Estatal San Luis Potosí,Salud,"Calz. Guadalupe 540, Barrio de San Miguelito C.P.78330, San Luis Potosí",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9728177,22.1400305
,Cruz Roja Estatal Querétaro,Salud,"Av. Luis Vega, esq. Estadio Olímpico. Col. Centro Sur C.P.76070, Querétaro",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3644776,20.5802643
,Cruz Roja Estatal Sinaloa,Salud,"Blvd. Ciudades Hermanas, esq. Albert Einstein 797 Ote, Col. Antonio Rosales C.P.80230, Culiacán",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-107.3846098,24.7931634
,Cruz Roja Estatal Sonora,Salud,"Blvd. Carlos Quintero Arce Sur 24C, Col. Valle Grande C.P.83247, Hermosillo",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-111.0071703,29.0780126
,Cruz Roja Estatal Zacatecas,Salud,"Calz. de la Cruz Roja 100, Col. Centro C.P.98000 Zacatecas",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.5868197,22.7745675
,Unidad de Investigación de Delitos para Personas Migrantes y el Mecanismo de Apoyo Exterior Mexicano de Búsqueda e Investigación (UIDPM),"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Av. Insurgentes 20, Col. Roma Norte C.P.06700, Cuauhtémoc, Ciudad de México",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.162252,19.4232228
,Fiscalía Especializada de Atención para Personas Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Blvd. Díaz Ordáz 9, Col. Lomas de Sayula, C.P.30740, Tapachula, Chiapas",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.2479785,14.9055203
,Dirección General de Delitos de Alto Impacto Cometidos en Agravio de Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Carretera a Torreón Km 2.5, C.P. 25129 Saltillo, Coahuila",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9182069,25.4168495
,Fiscalía Especializada de Atención a Personas Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Calz. Joaquín Amaro, esq.  Av. Venustiano Carranza s/n, Col. Moderna C.P.70110, Ixtepec, Oaxaca",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-95.0909665,16.552643
,Fiscalía Especializada de Atención a Personas Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Av. México s/n, esquina Caboa, Frente a edificio de INM, Pueblo Subteniente Lopez C.P.77900, Chetumal, Q. Roo",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-88.3908783,18.4967111
,Fiscalía Especializada de Atención a Personas Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Calle 50 s/n, Col. Benito Juárez, Tenosique, Tabasco",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-91.4199996,17.4753976
,Fiscalía Especializada de Atención para Personas Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Circuito Guizar y Valencia 147 Col. Reserva Territorial C.P. 91096, Xalapa, Veracruz",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.8739702,19.5022458
,Inmujeres Centro de Acopio,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Blvd. Adolfo López Mateos 3325, piso 5., San Jerónimo Lídice, Ciudad de México. C.P. 10200",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2168128,19.3244063
,Instituto Aguascalentense de las Mujeres,"Mujer, Niñez y Juventud","Avenida Independencia No. 1844, Fraccionamiento Jardines de la Concepción Segunda Sección, C.P. 20120",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.2981828,21.9221361
,Instituto de la Mujer para el Estado de Baja California,"Mujer, Niñez y Juventud","Av. Miguel Negrete No. 1711 entre ”J” y ”E” Col. Nueva. C.P. 21100, Mexicali, B.C",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-115.4613703,32.6607596
,Instituto Sudcaliforniano de las Mujeres,"Mujer, Niñez y Juventud","vista Hermosa, San José del Cabo. Los Cabos, Baja California Sur.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.7279163,23.1003977
,Instituto de la Mujer del Estado de Campeche,"Mujer, Niñez y Juventud","Calle 53 s/n entre 16 y Circuito Baluartes, Col. Centro, C.P. 24000, San Francisco de Campeche, Campeche.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-90.5335643,19.8462059
,Secretaría de las Mujeres,"Mujer, Niñez y Juventud","Carretera Central Km 5 y Blvd. Centenario de Torreón, col. El Toreo, C.P. 25298, Saltillo, Coahuila",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9149184,25.4496088
,Instituto Colimense de las Mujeres,"Mujer, Niñez y Juventud","Vista Hermosa, San José del Cabo. Los Cabos, Baja California Sur.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-109.7279163,23.1003977
,Instituto Jalisciense de las Mujeres,"Mujer, Niñez y Juventud","Calle Miguel Blanco, Núm. Ext. 883, Núm. Int. 2do. Piso, Col. Centro, C.P. 44100, Guadalajara, Jalisco.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.3477245,20.6717522
,Secretaría de Igualdad Sustantiva y Desarrollo de las Mujeres Michoacanas,"Mujer, Niñez y Juventud","Calle Av. Lázaro Cárdenas No. 2440 Esq. Batalla de la Angostura, Chapultepec sur, C.P. 58260. Morelia, Michoacán.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.1685989,19.6965102
,Instituto de la Mujer para el Estado de Morelos,"Mujer, Niñez y Juventud","Blvd. Benito Juárez No. 82, Colonia las Palmas, Cuernavaca, Morelos.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.2314127,18.9092482
,Instituto para la Mujer Nayarita,"Mujer, Niñez y Juventud","Calle Juárez No. 160 Col. Centro, C.P. 63000, Tepic, Nayarit",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.8943395,21.50476
,Instituto Estatal de las Mujeres,"Mujer, Niñez y Juventud","5 de Mayo No. 525 Ote. Piso 3 E���� Elizondo Paez, Centro Monterrey, C.P. 64000, Monterrey, N.L.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3105225,25.673291
,Secretaría de la Mujer Oaxaqueña,"Mujer, Niñez y Juventud","Belisario Domínguez No. 118, Col. Reforma, C.P. 68050, Oaxaca, Oaxaca.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.7188839,17.0755321
,Instituto Poblano de las Mujeres,"Mujer, Niñez y Juventud","Calle 2 Sur No. 902 Col. Centro, C.P. 72000, Puebla, Pue.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.1987656,19.0404283
,Instituto Queretano de la Mujeres,"Mujer, Niñez y Juventud","Mariano Reyes No. 17, Col. Centro, C.P. 76000, Santiago de Querétaro, Qro.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.4022373,20.5874175
,"Oficina de Atención a Migrantes Aguascalentenses y Familiares, OFAM","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Hornedo 104, Zona Centro, C.P. 20000, Aguascalientes, Ags",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-102.2955813,21.878997
,Consejo Estatal de Atención al Migrante,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Blvd. Díaz Ordaz 12649, Plaza Patria, 5to piso, Local 37, Fracc. del Prado C.P.22105, Tijuana, B.C.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-116.9879131,32.5085613
,Instituto de Acceso a la Justicia del Estado de Campeche y Unidad de Atención al Migrante,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Niebla 2, Col. Fracciorama 2000 C.P.24090 ,Campeche, Camp.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-90.5338321,19.827864
,Atención a Migrantes Gobierno del Estado de Chiapas,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Blvd. Diaz Ordaz 11, 2do piso, Col. Cedros de Erika C.P. 30779.,Tapachula, Chis.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.2634136,14.9055567
,Consejo Estatal de Población y Atención a Migrantes,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Aldama 501 Altos, Col. Centro, C.P. 31000, Chihuahua, Chih.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-106.0705389,28.6333182
,"Dirección de Atención a Huéspedes, Migrantes y sus Familias Gobierno de la Ciudad de México","Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Fray Servando 198, Col Centro, Del. Cuauhtémoc C.P. 06090, Ciudad de México",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-99.1339296,19.4240684
,Oficina Estatal de Atención a Coahuilenses en el Extranjero,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Padre Flores 181, Zona Centro C.P.25000, Saltillo, Coah.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-101.0018269,25.4230238
,Coordinación General de Atención a Migrantes Colimenses,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Alfonso Sierra Partida 369, Col. Jardines Vista Hermosa C.P. 28017, Colima, Col.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-103.7272169,19.232665
,Atención a Nayaritas en el Extranjero,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Av. México s/n, Palacio de Gobierno, Col. Central C.P.63000, Tepic, Nay.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-104.8938483,21.507498
,Centro de Atención a Migrantes Gobierno del Estado de Nuevo León,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","5 de Mayo 525 Ote, Col. Centro C.P. 64000, Monterrey, Nuevo León, México.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3106891,25.6732184
,Instituto Oaxaqueño de Atención al Migrante ,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Cd. Administrativa, Edif. 5, P.B., Carretera Int. Oaxaca-Istmo Km. 11.5, C.P. 68270, Tlalixtac de Cabrera, Oax.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-96.6540448,17.0550707
,Instituto Poblano de Asistencia al Migrante,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Blvd. Atlixcáyatl 1101, Col. Reserva Territorial Atlixcáyotl, Centro Integral de Servicios (CIS) Edificio Ejecutivo, 1er. Piso, CP. 72190, Puebla, Pue.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-98.2270228,19.0336178
,Oficina de Atención a Migrantes Gobierno del Estado de Querétaro,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Calle 5 de Mayo 83, Col. Centro C.P.76000,  Querétaro, Qro.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.3881917,20.594078
,Instituto de Migración y Enlace Internacional,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Germán Gedovius 175, Col. del Valle, C.P.78200, San Luis Potosí, S.L.P.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-100.9828629,22.1472111
,Dirección General de Atención a Migrantes Internacionales,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Priv. del Razo 16, Col. del Razo C.P.83070, Hermosillo, Son.",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-110.9422112,29.0771722
,Enlace Institucional del Gobierno del Estado de Tabasco,"Justicia / Derechos Humanos / Seguridad / Organismos Publicos,  Internacionales y de la Sociedad Civil","Porfirio Díaz 102 PH 02, Col. Nochebuena, Del. Benito Juárez C.P.03720, CDMX",OIM Directorio Asistencia a Personas migrantes en Mexico 2018,-92.6189273,17.8409173
