description,geometry_str,tipo,name,descripcion_1,descripcion_2,descripcion_3,descripcion_4,descripcion_5,descripcion_6,descripcion_7,descripcion_8,descripcion_9,descripcion_10,descripcion_11,descripcion_12,descripcion_13
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8323 5585<br><br>9:00am a 6:00pm","c(-100.1935054, 25.6895023, 0)",Recreativo y cultural,Centro Comunitario Las Sabinas,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 8323 5585,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8453 0618<br><br>9:00am a 6:00pm","c(-100.1696035, 25.7041128, 0)",Recreativo y cultural,Centro Comunitario Valle Soleado,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 8453 0618,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 81487576	<br><br>9:00am a 6:00pm","c(-100.2258708, 25.7998199, 0)",Recreativo y cultural,Centro Comunitario Prados de Santa Rosa,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 81487576	,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8240 5925	<br><br>9:00am a 6:00pm","c(-100.1736235, 25.7262723, 0)",Recreativo y cultural,Centro Comunitario Santa Fe,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 8240 5925	,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 2020 9261	<br><br>9:00am a 6:00pm","c(-100.4151684, 25.7757693, 0)",Recreativo y cultural,Centro Comunitario La Alianza,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 2020 9261	,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8391 9818<br><br>9:00am a 6:00pm","c(-100.4059793, 25.7767341, 0)",Recreativo y cultural,Centro Comunitario La Alianza Sector Q,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 8391 9818,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 1087 0851<br><br>9:00am a 6:00pm","c(-100.3584783, 25.765365, 0)",Recreativo y cultural,Centro Comunitario René Álvarez,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 1087 0851,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>9:00am a 6:00pm","c(-100.3775592, 25.790745, 0)",Recreativo y cultural,Centro Comunitario Adelaila Lafón,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,9:00am a 6:00pm,,,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>9:00am a 6:00pm","c(-100.2888554, 25.6335501, 0)",Recreativo y cultural,Centro Comunitario Revolución Proletaria,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,9:00am a 6:00pm,,,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 2127 9898<br><br>9:00am a 6:00pm","c(-100.2882067, 25.6280602, 0)",Recreativo y cultural,Centro Comunitario Sierra Ventana,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 2127 9898,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 2020 7899	<br><br>9:00am a 6:00pm","c(-100.3144455, 25.6514787, 0)",Recreativo y cultural,Centro Comunitario Bicentenario de la Independencia,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 2020 7899	,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.<br><br>81 2020 7875<br>81 2020 7873<br><br>9:00am a 6:00pm","c(-100.3699391, 25.7650323, 0)",Recreativo y cultural,Centro Comunitario San Bernabé,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.",,81 2020 7875,81 2020 7873,,9:00am a 6:00pm,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>9:00am a 6:00pm","c(-100.3849892, 25.8448524, 0)",Recreativo y cultural,Centro Comunitario Alianza Real,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,9:00am a 6:00pm,,,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 8452 2978	<br><br>9:00am a 6:00pm","c(-100.3704713, 25.805286, 0)",Recreativo y cultural,Centro Comunitario Eulalio Villarreal,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,	81 8452 2978	,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>81 8286 9405<br>81 8237 3509<br><br>9:00am a 6:00pm","c(-100.270301, 25.8060127, 0)",Recreativo y cultural,Centro Comunitario Fernando Amilpa,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,81 8286 9405,81 8237 3509,,9:00am a 6:00pm,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 8861 6713<br><br>9:00am a 6:00pm","c(-100.117581, 25.6437424, 0)",Recreativo y cultural,Centro Comunitario Los Encinos,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,	81 8861 6713,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 8861 6983<br><br>9:00am a 6:00pm","c(-100.1295307, 25.6348761, 0)",Recreativo y cultural,centro comunitario Hector Caballero,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,	81 8861 6983,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.<br><br>81 8282 8999<br><br>9:00am a 6:00pm","c(-100.1677079, 25.6285945, 0)",Recreativo y cultural,Centro Comunitario Arboledas De Los Naranjos,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.",,81 8282 8999,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.<br><br>81 2033 8716<br>81 2033 8718<br><br>9:00am a 6:00pm","c(-100.14598, 25.6189072, 0)",Recreativo y cultural,Centro Comunitario Monte Kristal,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos.",,81 2033 8716,81 2033 8718,,9:00am a 6:00pm,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 8192 6821	<br><br>9:00am a 6:00pm","c(-100.6047516, 25.7989446, 0)",Recreativo y cultural,Centro Comunitario Ampliación Nogales,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,	81 8192 6821	,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 5515 1803	<br><br>9:00am a 6:00pm","c(-100.4258034, 25.7929356, 0)",Recreativo y cultural,Centro Comunitario Las Palmas,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,	81 5515 1803	,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 5244 0917	<br><br>9:00am a 6:00pm","c(-100.0465786, 25.7901541, 0)",Recreativo y cultural,Centro Comunitario Pesquería,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,	81 5244 0917	,,9:00am a 6:00pm,,,,,,,,
"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. <br><br>	81 5244 0917<br><br>9:00am a 6:00pm","c(-100.4015695, 25.7834605, 0)",Recreativo y cultural,Centro Comunitario Valle de la Esperanza,"Centros Comunitarios de Desarrollo Social en Nuevo León, en los que se ofrecen gratuitamente más de 150 talleres educativos (primaria, secundaria, preparatoria y licenciatura en línea), como talleres formativos, artísticos, culturales y deportivos. ",,	81 5244 0917,,9:00am a 6:00pm,,,,,,,,
Lugar para proponer y/o participar en proyectos y actividades colaborativas para descubrir nuevas formas de habitar nuestro entorno.<br><br>81 2722 7050<br><br>L-V 14:00 - 21:00 S: 11:00 - 19:00,"c(NaN, NaN, NaN)",Recreativo y cultural,LABNL Lab Cultural Ciudadano,Lugar para proponer y/o participar en proyectos y actividades colaborativas para descubrir nuevas formas de habitar nuestro entorno.,,81 2722 7050,,L-V 14:00 - 21:00 S: 11:00 - 19:00,,,,,,,,
